,labels,NOS,R1,FA,yeo,economo,color_yeo,color_ve,color1,color2,color3,color4,color5,color6,color7,color1_ve,color2_ve,color3_ve,color4_ve,color5_ve,color6_ve,color7_ve
119,lateraloccipital_3_R,567,1.1571869,0.35753044,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
120,lingual_1_L,566,1.13054084,0.40085726,va,asc1,#ff7f0e,#ff7f0e,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
121,superiorparietal_3_R,562.5,1.18548542,0.44680803,da,asc1,#e377c2,#ff7f0e,"rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
122,superiorparietal_1_L,559,1.16175979,0.50700657,da,asc1,#e377c2,#ff7f0e,"rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
123,fusiform_2_L,554.5,1.1424591,0.38708733,vis,asc1,#2ca02c,#ff7f0e,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
124,parsorbitalis_1_R,547.5,1.15009141,0.39515654,dmn,pss,#9467bd,#d62728,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
125,lingual_1_R,547,1.1572084,0.37742598,vis,pss,#2ca02c,#d62728,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
126,fusiform_2_R,540.5,1.17374312,0.37205371,vis,asc1,#2ca02c,#ff7f0e,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
127,precuneus_2_L,538.5,1.1549892,0.44455089,vis,pss,#2ca02c,#d62728,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
128,fusiform_1_R,538,1.1713753,0.35509985,vis,asc1,#2ca02c,#ff7f0e,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
129,fusiform_1_L,537.5,1.13408528,0.35711087,vis,asc1,#2ca02c,#ff7f0e,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
130,lateraloccipital_3_L,535.5,1.14054062,0.37518034,vis,pss,#2ca02c,#d62728,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
131,middletemporal_4_R,532.5,1.1678825,0.4200924,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
132,postcentral_7_L,529.5,1.12678949,0.37591331,sm,ps,#1f77b4,#9467bd,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
133,superiortemporal_5_L,527.5,1.10769284,0.45763525,sm,asc2,#1f77b4,#2ca02c,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
134,pericalcarine_1_R,526.5,1.13465321,0.38478087,vis,ps,#2ca02c,#9467bd,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
135,precentral_1_R,526,1.14451701,0.42287376,sm,pm,#1f77b4,#1f77b4,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)"
136,superiorfrontal_4_L,523,1.15219828,0.45003985,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
137,superiorparietal_6_R,515,1.18220911,0.40390817,da,asc1,#e377c2,#ff7f0e,"rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
138,fusiform_4_L,514,1.12307652,0.42099081,vis,lim,#2ca02c,#8c564b,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)"
139,precuneus_3_L,512,1.16318242,0.46524681,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
140,supramarginal_4_R,501,1.14612546,0.36299877,va,asc2,#ff7f0e,#2ca02c,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
141,rostralmiddlefrontal_6_L,500,1.17692433,0.39902872,fp,asc2,#d62728,#2ca02c,"rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
142,fusiform_4_R,493.5,1.16711808,0.40695241,vis,asc1,#2ca02c,#ff7f0e,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
143,superiortemporal_3_R,493,1.16734553,0.40471876,sm,asc2,#1f77b4,#2ca02c,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
144,postcentral_2_R,488.5,1.14924803,0.39758561,sm,ps,#1f77b4,#9467bd,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
145,precuneus_5_L,487.5,1.13601453,0.42167549,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
146,rostralmiddlefrontal_6_R,486.5,1.15420987,0.38636509,fp,asc2,#d62728,#2ca02c,"rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
147,lateralorbitofrontal_2_L,486,1.12363868,0.38865602,lim,pss,#8c564b,#d62728,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
148,middletemporal_2_L,484.5,1.17125486,0.45607852,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
149,precuneus_1_L,477,1.16644844,0.5008873,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
150,medialorbitofrontal_1_L,467,1.15297628,0.4262211,lim,pss,#8c564b,#d62728,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
151,inferiorparietal_3_L,467,1.1499668,0.40896367,dmn,asc2,#9467bd,#2ca02c,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
152,cuneus_1_R,464,1.15517079,0.38824498,vis,pss,#2ca02c,#d62728,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
153,postcentral_1_L,463.5,1.13971694,0.46942075,sm,ps,#1f77b4,#9467bd,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)"
154,inferiortemporal_3_L,460.5,1.13249149,0.41820162,lim,asc1,#8c564b,#ff7f0e,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
155,paracentral_1_R,457.5,1.14817975,0.46612236,sm,pm,#1f77b4,#1f77b4,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)"
156,precuneus_4_L,446.5,1.15671286,0.42767476,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
157,lateralorbitofrontal_4_L,443,1.16628163,0.41414307,lim,pss,#8c564b,#d62728,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
158,superiortemporal_1_L,441,1.15003732,0.40622484,sm,asc2,#1f77b4,#2ca02c,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
159,inferiortemporal_1_R,440,1.16150533,0.41182968,lim,asc1,#8c564b,#ff7f0e,"rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
160,insula_1_L,438,1.11185727,0.38677852,va,ins,#ff7f0e,#e377c2,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,1)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)"
161,posteriorcingulate_1_R,436.5,1.13491537,0.41858237,va,lim,#ff7f0e,#8c564b,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)"
162,middletemporal_4_L,431.5,1.1487707,0.42834191,dmn,asc1,#9467bd,#ff7f0e,"rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(148,103,189,1)","rgba(148,103,189,0.2)","rgba(148,103,189,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
163,superiortemporal_4_L,430,1.13368436,0.4093704,sm,asc2,#1f77b4,#2ca02c,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
164,superiorparietal_6_L,430,1.13187721,0.38338057,da,asc1,#e377c2,#ff7f0e,"rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
165,fusiform_3_L,428,1.13046423,0.37834762,vis,asc1,#2ca02c,#ff7f0e,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
166,superiorparietal_2_R,425.5,1.17258388,0.50706217,da,asc1,#e377c2,#ff7f0e,"rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)"
167,lingual_2_R,420.5,1.14296661,0.35060485,vis,pss,#2ca02c,#d62728,"rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)","rgba(214,39,40,1)","rgba(214,39,40,0.2)","rgba(214,39,40,0.2)"
168,posteriorcingulate_2_L,416.5,1.12652805,0.39858653,va,lim,#ff7f0e,#8c564b,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,1)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)","rgba(140,86,75,0.2)"
169,insula_1_R,415.5,1.13755852,0.38021046,va,ins,#ff7f0e,#e377c2,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,1)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)"
170,superiortemporal_2_R,411,1.17324152,0.40419837,sm,asc2,#1f77b4,#2ca02c,"rgba(31,119,180,1)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(31,119,180,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
171,supramarginal_3_L,401.5,1.15457189,0.42100555,va,asc2,#ff7f0e,#2ca02c,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,0.2)","rgba(44,160,44,1)"
172,insula_2_L,398,1.10757387,0.42950952,va,ins,#ff7f0e,#e377c2,"rgba(255,127,14,0.2)","rgba(255,127,14,1)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(255,127,14,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,1)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)","rgba(227,119,194,0.2)"
